 time            v(Voutp)-v(Voutn)
 0.00000000e+00 -1.37785370e+00 
 1.00000000e-12 -1.37785370e+00 
 2.00000000e-12 -1.37785370e+00 
 4.00000000e-12 -1.37785370e+00 
 8.00000000e-12 -1.37785370e+00 
 1.60000000e-11 -1.37785370e+00 
 3.20000000e-11 -1.37785370e+00 
 6.40000000e-11 -1.37785370e+00 
 1.28000000e-10 -1.37785370e+00 
 2.28000000e-10 -1.37785370e+00 
 3.28000000e-10 -1.37785370e+00 
 4.28000000e-10 -1.37785370e+00 
 5.28000000e-10 -1.37785370e+00 
 6.28000000e-10 -1.37785370e+00 
 7.28000000e-10 -1.37785370e+00 
 8.28000000e-10 -1.37785370e+00 
 9.28000000e-10 -1.37785370e+00 
 1.00000000e-09 -1.37785370e+00 
 1.01000000e-09 -1.37785370e+00 
 1.03000000e-09 -1.37785370e+00 
 1.07000000e-09 -1.37785370e+00 
 1.15000000e-09 -1.37785370e+00 
 1.25000000e-09 -1.37785370e+00 
 1.35000000e-09 -1.37785370e+00 
 1.45000000e-09 -1.37785370e+00 
 1.55000000e-09 -1.37785370e+00 
 1.65000000e-09 -1.37785370e+00 
 1.75000000e-09 -1.37785370e+00 
 1.85000000e-09 -1.37785370e+00 
 1.95000000e-09 -1.37785370e+00 
 2.00000000e-09 -1.37785369e+00 
 2.01000000e-09 -1.37785369e+00 
 2.03000000e-09 -1.37785368e+00 
 2.07000000e-09 -1.37785367e+00 
 2.15000000e-09 -1.37785399e+00 
 2.25000000e-09 -1.37785608e+00 
 2.35000000e-09 -1.37786109e+00 
 2.45000000e-09 -1.37786926e+00 
 2.55000000e-09 -1.37788045e+00 
 2.65000000e-09 -1.37789478e+00 
 2.75000000e-09 -1.37791349e+00 
 2.85000000e-09 -1.37793854e+00 
 2.95000000e-09 -1.37796947e+00 
 3.05000000e-09 -1.37800243e+00 
 3.15000000e-09 -1.37803334e+00 
 3.25000000e-09 -1.37805980e+00 
 3.35000000e-09 -1.37808060e+00 
 3.45000000e-09 -1.37809501e+00 
 3.55000000e-09 -1.37810252e+00 
 3.65000000e-09 -1.37810286e+00 
 3.75000000e-09 -1.37809581e+00 
 3.85000000e-09 -1.37808128e+00 
 3.95000000e-09 -1.37805924e+00 
 4.05000000e-09 -1.37802970e+00 
 4.15000000e-09 -1.37799272e+00 
 4.25000000e-09 -1.37794838e+00 
 4.35000000e-09 -1.37789679e+00 
 4.45000000e-09 -1.37783808e+00 
 4.55000000e-09 -1.37777239e+00 
 4.65000000e-09 -1.37769988e+00 
 4.75000000e-09 -1.37762070e+00 
 4.85000000e-09 -1.37753504e+00 
 4.95000000e-09 -1.37744306e+00 
 5.05000000e-09 -1.37734494e+00 
 5.15000000e-09 -1.37724086e+00 
 5.25000000e-09 -1.37713101e+00 
 5.35000000e-09 -1.37701556e+00 
 5.45000000e-09 -1.37689470e+00 
 5.55000000e-09 -1.37676861e+00 
 5.65000000e-09 -1.37663745e+00 
 5.75000000e-09 -1.37650142e+00 
 5.85000000e-09 -1.37636068e+00 
 5.95000000e-09 -1.37621540e+00 
 6.00000000e-09 -1.37614111e+00 
 6.01000000e-09 -1.37612610e+00 
 6.03000000e-09 -1.37609599e+00 
 6.07000000e-09 -1.37603528e+00 
 6.15000000e-09 -1.37591186e+00 
 6.25000000e-09 -1.37575396e+00 
 6.35000000e-09 -1.37559216e+00 
 6.45000000e-09 -1.37542663e+00 
 6.55000000e-09 -1.37525752e+00 
 6.65000000e-09 -1.37508496e+00 
 6.75000000e-09 -1.37490910e+00 
 6.85000000e-09 -1.37473008e+00 
 6.95000000e-09 -1.37454803e+00 
 7.00000000e-09 -1.37445590e+00 
 7.01000000e-09 -1.37443738e+00 
 7.03000000e-09 -1.37440027e+00 
 7.07000000e-09 -1.37432573e+00 
 7.15000000e-09 -1.37417533e+00 
 7.25000000e-09 -1.37398496e+00 
 7.35000000e-09 -1.37379206e+00 
 7.45000000e-09 -1.37359674e+00 
 7.55000000e-09 -1.37339912e+00 
 7.65000000e-09 -1.37319930e+00 
 7.75000000e-09 -1.37299739e+00 
 7.85000000e-09 -1.37279349e+00 
 7.95000000e-09 -1.37258770e+00 
 8.05000000e-09 -1.37238011e+00 
 8.15000000e-09 -1.37217082e+00 
 8.25000000e-09 -1.37195990e+00 
 8.35000000e-09 -1.37174745e+00 
 8.45000000e-09 -1.37153355e+00 
 8.55000000e-09 -1.37131828e+00 
 8.65000000e-09 -1.37110172e+00 
 8.75000000e-09 -1.37088393e+00 
 8.85000000e-09 -1.37066499e+00 
 8.95000000e-09 -1.37044497e+00 
 9.05000000e-09 -1.37022393e+00 
 9.15000000e-09 -1.37000195e+00 
 9.25000000e-09 -1.36977907e+00 
 9.35000000e-09 -1.36955535e+00 
 9.45000000e-09 -1.36933086e+00 
 9.55000000e-09 -1.36910565e+00 
 9.65000000e-09 -1.36887978e+00 
 9.75000000e-09 -1.36865328e+00 
 9.85000000e-09 -1.36842621e+00 
 9.95000000e-09 -1.36819862e+00 
 1.00500000e-08 -1.36797055e+00 
 1.01500000e-08 -1.36774205e+00 
 1.02500000e-08 -1.36751315e+00 
 1.03500000e-08 -1.36728389e+00 
 1.04500000e-08 -1.36705432e+00 
 1.05500000e-08 -1.36682447e+00 
 1.06500000e-08 -1.36659437e+00 
 1.07500000e-08 -1.36636406e+00 
 1.08500000e-08 -1.36613357e+00 
 1.09500000e-08 -1.36590294e+00 
 1.10000000e-08 -1.36578757e+00 
 1.10100000e-08 -1.36576449e+00 
 1.10300000e-08 -1.36571833e+00 
 1.10700000e-08 -1.36562601e+00 
 1.11500000e-08 -1.36544132e+00 
 1.12500000e-08 -1.36521041e+00 
 1.13500000e-08 -1.36497946e+00 
 1.14500000e-08 -1.36474849e+00 
 1.15500000e-08 -1.36451753e+00 
 1.16500000e-08 -1.36428661e+00 
 1.17500000e-08 -1.36405574e+00 
 1.18500000e-08 -1.36382494e+00 
 1.19500000e-08 -1.36359424e+00 
 1.20000000e-08 -1.36347892e+00 
 1.20100000e-08 -1.36345586e+00 
 1.20300000e-08 -1.36340974e+00 
 1.20700000e-08 -1.36331751e+00 
 1.21500000e-08 -1.36313332e+00 
 1.22500000e-08 -1.36290466e+00 
 1.23500000e-08 -1.36267953e+00 
 1.24500000e-08 -1.36245956e+00 
 1.25500000e-08 -1.36224578e+00 
 1.26500000e-08 -1.36203864e+00 
 1.27500000e-08 -1.36183805e+00 
 1.28500000e-08 -1.36164372e+00 
 1.29500000e-08 -1.36145544e+00 
 1.30500000e-08 -1.36127310e+00 
 1.31500000e-08 -1.36109680e+00 
 1.32500000e-08 -1.36092705e+00 
 1.33500000e-08 -1.36076534e+00 
 1.34500000e-08 -1.36061448e+00 
 1.35500000e-08 -1.36047662e+00 
 1.36500000e-08 -1.36035008e+00 
 1.37500000e-08 -1.36022890e+00 
 1.38500000e-08 -1.36010601e+00 
 1.39500000e-08 -1.35997611e+00 
 1.40500000e-08 -1.35983598e+00 
 1.41500000e-08 -1.35968379e+00 
 1.42500000e-08 -1.35951843e+00 
 1.43500000e-08 -1.35933921e+00 
 1.44500000e-08 -1.35914572e+00 
 1.45500000e-08 -1.35893773e+00 
 1.46500000e-08 -1.35871516e+00 
 1.47500000e-08 -1.35847801e+00 
 1.48500000e-08 -1.35822636e+00 
 1.49500000e-08 -1.35796038e+00 
 1.50500000e-08 -1.35768025e+00 
 1.51500000e-08 -1.35738621e+00 
 1.52500000e-08 -1.35707852e+00 
 1.53500000e-08 -1.35675748e+00 
 1.54500000e-08 -1.35642339e+00 
 1.55500000e-08 -1.35607658e+00 
 1.56500000e-08 -1.35571737e+00 
 1.57500000e-08 -1.35534609e+00 
 1.58500000e-08 -1.35496310e+00 
 1.59500000e-08 -1.35456874e+00 
 1.60000000e-08 -1.35436739e+00 
 1.60100000e-08 -1.35432674e+00 
 1.60300000e-08 -1.35424522e+00 
 1.60700000e-08 -1.35408089e+00 
 1.61500000e-08 -1.35374719e+00 
 1.62500000e-08 -1.35332078e+00 
 1.63500000e-08 -1.35288437e+00 
 1.64500000e-08 -1.35243830e+00 
 1.65500000e-08 -1.35198289e+00 
 1.66500000e-08 -1.35151849e+00 
 1.67500000e-08 -1.35104540e+00 
 1.68500000e-08 -1.35056394e+00 
 1.69500000e-08 -1.35007443e+00 
 1.70000000e-08 -1.34982673e+00 
 1.70100000e-08 -1.34977693e+00 
 1.70300000e-08 -1.34967716e+00 
 1.70700000e-08 -1.34947673e+00 
 1.71500000e-08 -1.34907235e+00 
 1.72500000e-08 -1.34856045e+00 
 1.73500000e-08 -1.34804165e+00 
 1.74500000e-08 -1.34751624e+00 
 1.75500000e-08 -1.34698448e+00 
 1.76500000e-08 -1.34644662e+00 
 1.77500000e-08 -1.34590293e+00 
 1.78500000e-08 -1.34535365e+00 
 1.79500000e-08 -1.34479902e+00 
 1.80500000e-08 -1.34423926e+00 
 1.81500000e-08 -1.34367461e+00 
 1.82500000e-08 -1.34310528e+00 
 1.83500000e-08 -1.34253149e+00 
 1.84500000e-08 -1.34195343e+00 
 1.85500000e-08 -1.34137131e+00 
 1.86500000e-08 -1.34078532e+00 
 1.87500000e-08 -1.34019565e+00 
 1.88500000e-08 -1.33960247e+00 
 1.89500000e-08 -1.33900597e+00 
 1.90500000e-08 -1.33840630e+00 
 1.91500000e-08 -1.33780363e+00 
 1.92500000e-08 -1.33719812e+00 
 1.93500000e-08 -1.33658991e+00 
 1.94500000e-08 -1.33597917e+00 
 1.95500000e-08 -1.33536602e+00 
 1.96500000e-08 -1.33475061e+00 
 1.97500000e-08 -1.33413307e+00 
 1.98500000e-08 -1.33351352e+00 
 1.99500000e-08 -1.33289209e+00 
 2.00500000e-08 -1.33226890e+00 
 2.01500000e-08 -1.33164405e+00 
