 time            v(Voutp)-v(Voutn)
 0.00000000e+00 -1.66095896e+00 
 1.00000000e-12 -1.66095896e+00 
 2.00000000e-12 -1.66095896e+00 
 4.00000000e-12 -1.66095896e+00 
 8.00000000e-12 -1.66095896e+00 
 1.60000000e-11 -1.66095896e+00 
 3.20000000e-11 -1.66095896e+00 
 6.40000000e-11 -1.66095896e+00 
 1.28000000e-10 -1.66095896e+00 
 2.28000000e-10 -1.66095896e+00 
 3.28000000e-10 -1.66095896e+00 
 4.28000000e-10 -1.66095896e+00 
 5.28000000e-10 -1.66095896e+00 
 6.28000000e-10 -1.66095896e+00 
 7.28000000e-10 -1.66095896e+00 
 8.28000000e-10 -1.66095896e+00 
 9.28000000e-10 -1.66095896e+00 
 1.00000000e-09 -1.66095896e+00 
 1.01000000e-09 -1.66095896e+00 
 1.03000000e-09 -1.66095896e+00 
 1.07000000e-09 -1.66095896e+00 
 1.15000000e-09 -1.66095896e+00 
 1.25000000e-09 -1.66095896e+00 
 1.35000000e-09 -1.66095896e+00 
 1.45000000e-09 -1.66095896e+00 
 1.55000000e-09 -1.66095896e+00 
 1.65000000e-09 -1.66095896e+00 
 1.75000000e-09 -1.66095896e+00 
 1.85000000e-09 -1.66095896e+00 
 1.95000000e-09 -1.66095896e+00 
 2.00000000e-09 -1.66095896e+00 
 2.01000000e-09 -1.66095895e+00 
 2.03000000e-09 -1.66095895e+00 
 2.07000000e-09 -1.66095894e+00 
 2.15000000e-09 -1.66095902e+00 
 2.25000000e-09 -1.66095990e+00 
 2.35000000e-09 -1.66096270e+00 
 2.45000000e-09 -1.66096844e+00 
 2.55000000e-09 -1.66097784e+00 
 2.65000000e-09 -1.66099136e+00 
 2.75000000e-09 -1.66100917e+00 
 2.85000000e-09 -1.66103125e+00 
 2.95000000e-09 -1.66105774e+00 
 3.05000000e-09 -1.66108978e+00 
 3.15000000e-09 -1.66112874e+00 
 3.25000000e-09 -1.66117245e+00 
 3.35000000e-09 -1.66121424e+00 
 3.45000000e-09 -1.66124745e+00 
 3.55000000e-09 -1.66126852e+00 
 3.65000000e-09 -1.66127594e+00 
 3.75000000e-09 -1.66126888e+00 
 3.85000000e-09 -1.66124686e+00 
 3.95000000e-09 -1.66120963e+00 
 4.05000000e-09 -1.66115710e+00 
 4.15000000e-09 -1.66108932e+00 
 4.25000000e-09 -1.66100642e+00 
 4.35000000e-09 -1.66090859e+00 
 4.45000000e-09 -1.66079611e+00 
 4.55000000e-09 -1.66066927e+00 
 4.65000000e-09 -1.66052844e+00 
 4.75000000e-09 -1.66037396e+00 
 4.85000000e-09 -1.66020624e+00 
 4.95000000e-09 -1.66002569e+00 
 5.05000000e-09 -1.65983271e+00 
 5.15000000e-09 -1.65962774e+00 
 5.25000000e-09 -1.65941120e+00 
 5.35000000e-09 -1.65918353e+00 
 5.45000000e-09 -1.65894516e+00 
 5.55000000e-09 -1.65869652e+00 
 5.65000000e-09 -1.65843802e+00 
 5.75000000e-09 -1.65817011e+00 
 5.85000000e-09 -1.65789317e+00 
 5.95000000e-09 -1.65760764e+00 
 6.00000000e-09 -1.65746176e+00 
 6.01000000e-09 -1.65743230e+00 
 6.03000000e-09 -1.65737322e+00 
 6.07000000e-09 -1.65725413e+00 
 6.15000000e-09 -1.65701227e+00 
 6.25000000e-09 -1.65670330e+00 
 6.35000000e-09 -1.65638727e+00 
 6.45000000e-09 -1.65606456e+00 
 6.55000000e-09 -1.65573552e+00 
 6.65000000e-09 -1.65540049e+00 
 6.75000000e-09 -1.65505981e+00 
 6.85000000e-09 -1.65471382e+00 
 6.95000000e-09 -1.65436282e+00 
 7.00000000e-09 -1.65418553e+00 
 7.01000000e-09 -1.65414991e+00 
 7.03000000e-09 -1.65407859e+00 
 7.07000000e-09 -1.65393540e+00 
 7.15000000e-09 -1.65364698e+00 
 7.25000000e-09 -1.65328278e+00 
 7.35000000e-09 -1.65291475e+00 
 7.45000000e-09 -1.65254316e+00 
 7.55000000e-09 -1.65216826e+00 
 7.65000000e-09 -1.65179031e+00 
 7.75000000e-09 -1.65140955e+00 
 7.85000000e-09 -1.65102621e+00 
 7.95000000e-09 -1.65064051e+00 
 8.05000000e-09 -1.65025268e+00 
 8.15000000e-09 -1.64986291e+00 
 8.25000000e-09 -1.64947141e+00 
 8.35000000e-09 -1.64907836e+00 
 8.45000000e-09 -1.64868396e+00 
 8.55000000e-09 -1.64828838e+00 
 8.65000000e-09 -1.64789178e+00 
 8.75000000e-09 -1.64749433e+00 
 8.85000000e-09 -1.64709618e+00 
 8.95000000e-09 -1.64669749e+00 
 9.05000000e-09 -1.64629838e+00 
 9.15000000e-09 -1.64589901e+00 
 9.25000000e-09 -1.64549949e+00 
 9.35000000e-09 -1.64509995e+00 
 9.45000000e-09 -1.64470051e+00 
 9.55000000e-09 -1.64430128e+00 
 9.65000000e-09 -1.64390236e+00 
 9.75000000e-09 -1.64350387e+00 
 9.85000000e-09 -1.64310588e+00 
 9.95000000e-09 -1.64270851e+00 
 1.00500000e-08 -1.64231183e+00 
