 time            v(Voutp)-v(Voutn)
 0.00000000e+00 -1.68332799e+00 
 1.00000000e-12 -1.68332799e+00 
 2.00000000e-12 -1.68332799e+00 
 4.00000000e-12 -1.68332799e+00 
 8.00000000e-12 -1.68332799e+00 
 1.60000000e-11 -1.68332799e+00 
 3.20000000e-11 -1.68332799e+00 
 6.40000000e-11 -1.68332799e+00 
 1.28000000e-10 -1.68332799e+00 
 2.28000000e-10 -1.68332799e+00 
 3.28000000e-10 -1.68332799e+00 
 4.28000000e-10 -1.68332799e+00 
 5.28000000e-10 -1.68332799e+00 
 6.28000000e-10 -1.68332799e+00 
 7.28000000e-10 -1.68332799e+00 
 8.28000000e-10 -1.68332799e+00 
 9.28000000e-10 -1.68332799e+00 
 1.00000000e-09 -1.68332799e+00 
 1.01000000e-09 -1.68332799e+00 
 1.03000000e-09 -1.68332799e+00 
 1.07000000e-09 -1.68332799e+00 
 1.15000000e-09 -1.68332799e+00 
 1.25000000e-09 -1.68332799e+00 
 1.35000000e-09 -1.68332799e+00 
 1.45000000e-09 -1.68332799e+00 
 1.55000000e-09 -1.68332799e+00 
 1.65000000e-09 -1.68332799e+00 
 1.75000000e-09 -1.68332799e+00 
 1.85000000e-09 -1.68332799e+00 
 1.95000000e-09 -1.68332799e+00 
 2.00000000e-09 -1.68332798e+00 
 2.01000000e-09 -1.68332798e+00 
 2.03000000e-09 -1.68332798e+00 
 2.07000000e-09 -1.68332797e+00 
 2.15000000e-09 -1.68332812e+00 
 2.25000000e-09 -1.68332939e+00 
 2.35000000e-09 -1.68333295e+00 
 2.45000000e-09 -1.68333977e+00 
 2.55000000e-09 -1.68335046e+00 
 2.65000000e-09 -1.68336537e+00 
 2.75000000e-09 -1.68338456e+00 
 2.85000000e-09 -1.68340808e+00 
 2.95000000e-09 -1.68343686e+00 
 3.05000000e-09 -1.68347235e+00 
 3.15000000e-09 -1.68351270e+00 
 3.25000000e-09 -1.68355071e+00 
 3.35000000e-09 -1.68357835e+00 
 3.45000000e-09 -1.68359100e+00 
 3.55000000e-09 -1.68358669e+00 
 3.65000000e-09 -1.68356443e+00 
 3.75000000e-09 -1.68352364e+00 
 3.85000000e-09 -1.68346406e+00 
 3.95000000e-09 -1.68338563e+00 
 4.05000000e-09 -1.68328844e+00 
 4.15000000e-09 -1.68317271e+00 
 4.25000000e-09 -1.68303877e+00 
 4.35000000e-09 -1.68288700e+00 
 4.45000000e-09 -1.68271783e+00 
 4.55000000e-09 -1.68253174e+00 
 4.65000000e-09 -1.68232925e+00 
 4.75000000e-09 -1.68211090e+00 
 4.85000000e-09 -1.68187722e+00 
 4.95000000e-09 -1.68162879e+00 
 5.05000000e-09 -1.68136616e+00 
 5.15000000e-09 -1.68108991e+00 
 5.25000000e-09 -1.68080061e+00 
 5.35000000e-09 -1.68049880e+00 
 5.45000000e-09 -1.68018507e+00 
 5.55000000e-09 -1.67985994e+00 
 5.65000000e-09 -1.67952397e+00 
 5.75000000e-09 -1.67917768e+00 
 5.85000000e-09 -1.67882160e+00 
